BRANCH,GROUP,MONTH,YEAR,CUSTOMER,Type,Item,INVOICE_DATE,Aging,Amount,,
CA58,West,7,2018,Ei ,AR,XYS1001,7/5/2018,Current,930.23,,
CA83,West,7,2018,Eminence Corp,Payment,NBV1002,7/5/2018,Current,-48.64,,
FL120,South,7,2018,Avon Corp,AR,NMK1003,7/6/2018,Current,"3,025.45",,
OR288,West,7,2018,Ascend Ltd,Payment,PUJ1005,7/6/2018,Current,-207.7,,
CA19,West,7,2018,"Exact-Rx, Corp",AR,XYS1001,7/6/2018,Current,758.71,,
IN191,Midwest,7,2018,Linde ,Payment,NMK1003,7/6/2018,60+,-293.06,,
OH278,Midwest,7,2018,O.E. Ltd,Payment,PUJ1005,7/6/2018,Current,"-1,865.28",,
PA294,Northeast,7,2018,Ohio ,AR,PUJ1005,7/6/2018,1-60,"1,315.55",,
FL120,South,7,2018,Weimei Corp,Payment,NMK1003,7/6/2018,Current,-217.08,,
WA357,West,7,2018,Ascend Ltd,Payment,MKL1006,7/7/2018,1-60,-792.28,,
RI296,Northeast,7,2018,Capweld ,Payment,PUJ1005,7/7/2018,Current,"-2,121.76",,
NM248,West,7,2018,ETUDE Ltd,Payment,UHY1004,7/7/2018,Current,-699.48,,
TX333,South,7,2018,Ohio ,Payment,MKL1006,7/7/2018,Current,"-1,626.22",,
TX322,South,7,2018,Pure Group,Payment,PUJ1005,7/7/2018,Current,-306.39,,
IL153,Midwest,7,2018,O.E. Ltd,Payment,NMK1003,7/8/2018,Current,-254.27,,
CA46,West,7,2018,"3LAB, Ltd",Payment,XYS1001,7/8/2018,1-60,-491.24,,
VA351,South,7,2018,Select ,Payment,MKL1006,7/8/2018,Current,-356.44,,
PA293,Northeast,7,2018,Medsep Group,AR,PUJ1005,7/8/2018,Current,"1,043.79",,
NV256,West,7,2018,S.S.S. Group,Payment,UHY1004,7/8/2018,Current,-549.07,,
IA148,Midwest,7,2018,"Fenwal, Corp",Payment,NMK1003,7/8/2018,1-60,-127.3,,
AZ6,West,7,2018,Ole Group,Payment,XYS1001,7/8/2018,Current,-386.93,,
CA62,West,7,2018,Niconovum Corp,AR,NBV1002,7/8/2018,Current,546.05,,
CA61,West,7,2018,"PEDIFIX, Corp",Payment,NBV1002,7/8/2018,Current,-477.71,,
IN188,Midwest,7,2018,Sundial ,AR,NMK1003,7/8/2018,Current,503.71,,
ID150,West,7,2018,OHTA'S Corp,Payment,NMK1003,7/9/2018,Current,-529.7,,
CA39,West,7,2018,S.S.S. Group,AR,XYS1001,7/9/2018,60+,"2,032.91",,
CO102,West,7,2018,U.S. Ltd,Payment,NMK1003,7/9/2018,Current,-48.37,,
NC236,South,7,2018,"Apotheca, Ltd",AR,UHY1004,7/9/2018,Current,"1,806.05",,
TX312,South,7,2018,Ole Group,Payment,PUJ1005,7/9/2018,1-60,-582.9,,
IN183,Midwest,7,2018,Winthrop ,AR,NMK1003,7/9/2018,1-60,"1,505.09",,
CA69,West,7,2018,ETUDE Ltd,AR,NBV1002,7/9/2018,1-60,67,,
TX330,South,7,2018,Capweld ,AR,MKL1006,7/9/2018,Current,790.4,,
FL137,South,7,2018,Ascend Ltd,AR,NMK1003,7/9/2018,1-60,258.89,,
FL119,South,7,2018,Ole Group,AR,NMK1003,7/9/2018,Current,594.96,,
OH283,Midwest,7,2018,Qualitest ,Payment,PUJ1005,7/9/2018,Current,-487.76,,
CA81,West,7,2018,Pacific Ltd,AR,NBV1002,7/10/2018,Current,892.44,,
IL165,Midwest,7,2018,Wuxi Group,AR,NMK1003,7/10/2018,Current,491.38,,
CA87,West,7,2018,Linde ,AR,NBV1002,7/11/2018,60+,"1,010.43",,
TX323,South,7,2018,S.S.S. Group,Payment,PUJ1005,7/11/2018,Current,-599.58,,
MO225,Midwest,7,2018,Apollo Ltd,AR,UHY1004,7/11/2018,Current,156.78,,
FL138,South,7,2018,ETUDE Ltd,AR,NMK1003,7/11/2018,Current,"3,071.95",,
GA143,South,7,2018,Nipro ,AR,NMK1003,7/11/2018,Current,543.91,,
TX316,South,7,2018,"PEDIFIX, Corp",AR,PUJ1005,7/11/2018,Current,817.47,,
MI216,Midwest,7,2018,Trigen ,AR,UHY1004,7/11/2018,1-60,472.75,,
TX342,South,7,2018,U.S. Ltd,AR,MKL1006,7/11/2018,Current,728.16,,
IN190,Midwest,7,2018,Medline ,AR,NMK1003,7/11/2018,Current,183.31,,
FL122,South,7,2018,"Fenwal, Corp",AR,NMK1003,7/11/2018,Current,324.48,,
TX319,South,7,2018,"Exact-Rx, Corp",Payment,PUJ1005,7/11/2018,Current,-106.73,,
CO96,West,7,2018,E. Ltd,AR,NMK1003,7/11/2018,Current,498.08,,
CO96,West,7,2018,Prasco Group,AR,NMK1003,7/11/2018,Current,"1,710.44",,
CA66,West,7,2018,Victory Ltd,Payment,NBV1002,7/12/2018,60+,-333.66,,
FL128,South,7,2018,Llorens Ltd,AR,NMK1003,7/12/2018,Current,503.84,,
AL1,South,7,2018,Pacific Ltd,AR,XYS1001,7/12/2018,Current,172.59,,
NY273,Northeast,7,2018,21st Ltd,Payment,PUJ1005,7/12/2018,Current,"-1,575.77",,
TX309,South,7,2018,Pure Group,Payment,PUJ1005,7/12/2018,60+,-742.16,,
CT103,Northeast,7,2018,Ohio ,Payment,NMK1003,7/12/2018,Current,-368.84,,
NY258,Northeast,7,2018,Medsep Group,AR,UHY1004,7/12/2018,Current,255.81,,
IA149,Midwest,7,2018,Uriel Group,AR,NMK1003,7/12/2018,Current,319.59,,
SC298,South,7,2018,Procter Corp,AR,PUJ1005,7/12/2018,60+,502.9,,
NY273,Northeast,7,2018,Apollo Ltd,Payment,PUJ1005,7/12/2018,Current,-637.84,,
IL161,Midwest,7,2018,Amylin Group,Payment,NMK1003,7/12/2018,1-60,-490.04,,
CA29,West,7,2018,Mylan Corp,Payment,XYS1001,7/12/2018,1-60,"-1,586.49",,
IL151,Midwest,7,2018,21st Ltd,AR,NMK1003,7/12/2018,Current,"1,019.87",,
FL125,South,7,2018,Sundial ,AR,NMK1003,7/13/2018,Current,"1,379.66",,
NY261,Northeast,7,2018,Burt's Corp,AR,PUJ1005,7/13/2018,1-60,164.02,,
FL115,South,7,2018,Avon Corp,AR,NMK1003,7/13/2018,Current,871.54,,
PA294,Northeast,7,2018,Capweld ,AR,PUJ1005,7/13/2018,Current,"2,149.90",,
CA56,West,7,2018,Rochester Ltd,AR,XYS1001,7/13/2018,Current,994.41,,
MI218,Midwest,7,2018,Ascend Ltd,AR,UHY1004,7/13/2018,1-60,"1,894.29",,
VA351,South,7,2018,Nipro ,AR,MKL1006,7/13/2018,Current,795.96,,
CO90,West,7,2018,Llorens Ltd,Payment,NMK1003,7/13/2018,Current,-396.64,,
UT345,West,7,2018,Ei ,AR,MKL1006,7/13/2018,Current,452.25,,
CA42,West,7,2018,"PEDIFIX, Corp",AR,XYS1001,7/14/2018,60+,"1,280.37",,
WA362,West,7,2018,Avon Corp,AR,MKL1006,7/14/2018,Current,"2,345.94",,
NC233,South,7,2018,Medsep Group,AR,UHY1004,7/14/2018,Current,937.46,,
MN220,Midwest,7,2018,Qualitest ,Payment,UHY1004,7/14/2018,Current,"-1,355.28",,
TX332,South,7,2018,21st Ltd,Payment,MKL1006,7/14/2018,60+,-882.79,,
MD211,South,7,2018,Bare ,AR,UHY1004,7/14/2018,Current,270.14,,
CO90,West,7,2018,Winthrop ,AR,NMK1003,7/15/2018,Current,562.8,,
TX316,South,7,2018,S.S.S. Group,AR,PUJ1005,7/15/2018,Current,308.74,,
CA28,West,7,2018,AuroMedics Corp,AR,XYS1001,7/15/2018,1-60,"2,109.29",,
IL162,Midwest,7,2018,Medsep Group,AR,NMK1003,7/15/2018,1-60,571.71,,
OH279,Midwest,7,2018,Ole Group,Payment,PUJ1005,7/15/2018,Current,"-1,167.41",,
CO91,West,7,2018,WakeFern ,Payment,NMK1003,7/15/2018,Current,-421.56,,
GA139,South,7,2018,Llorens Ltd,Payment,NMK1003,7/16/2018,Current,-138.29,,
HI146,West,7,2018,Select ,AR,NMK1003,7/16/2018,1-60,164.22,,
KS194,Midwest,7,2018,Select ,AR,NMK1003,7/16/2018,Current,311.89,,
CO100,West,7,2018,Pure Group,Payment,NMK1003,7/16/2018,Current,"-1,910.30",,
MI214,Midwest,7,2018,E. Ltd,Payment,UHY1004,7/16/2018,Current,-368.5,,
CA77,West,7,2018,Dharma Ltd,Payment,NBV1002,7/16/2018,Current,-579.55,,
CA29,West,7,2018,Weimei Corp,AR,XYS1001,7/16/2018,Current,"1,020.54",,
TX329,South,7,2018,"Apotheca, Ltd",AR,MKL1006,7/16/2018,Current,501.29,,
CA41,West,7,2018,Apollo Ltd,AR,XYS1001,7/16/2018,Current,46.9,,
NE240,Midwest,7,2018,Apollo Ltd,Payment,UHY1004,7/17/2018,Current,-539.48,,
TX331,South,7,2018,Qualitest ,AR,MKL1006,7/17/2018,60+,128.04,,
CA85,West,7,2018,"Apotheca, Ltd",AR,NBV1002,7/17/2018,1-60,577.81,,
VA349,South,7,2018,Eminence Corp,Payment,MKL1006,7/17/2018,1-60,"-1,232.80",,
TX311,South,7,2018,Wuxi Group,AR,PUJ1005,7/17/2018,1-60,"3,266.65",,
IL162,Midwest,7,2018,Capweld ,AR,NMK1003,7/17/2018,Current,874.75,,
IN181,Midwest,7,2018,"Apotheca, Ltd",Payment,NMK1003,7/17/2018,Current,-217.55,,
OH283,Midwest,7,2018,"Elorac, Corp",Payment,PUJ1005,7/17/2018,Current,"-1,297.86",,
TX307,South,7,2018,Dharma Ltd,AR,PUJ1005,7/17/2018,1-60,120.6,,
GA141,South,7,2018,Apollo Ltd,Payment,NMK1003,7/17/2018,Current,"-1,815.30",,
CA72,West,7,2018,Bare ,Payment,NBV1002,7/18/2018,Current,-591.95,,
FL120,South,7,2018,Niconovum Corp,AR,NMK1003,7/18/2018,Current,"1,302.48",,
IL152,Midwest,7,2018,Sundial ,AR,NMK1003,7/18/2018,Current,289.44,,
CA57,West,7,2018,Llorens Ltd,AR,XYS1001,7/18/2018,Current,539.08,,
MT228,West,7,2018,Ohio ,Payment,UHY1004,7/18/2018,1-60,-344.92,,
CA37,West,7,2018,Weimei Corp,AR,XYS1001,7/18/2018,1-60,659.48,,
CA76,West,7,2018,Sundial ,AR,NBV1002,7/18/2018,Current,"2,510.09",,
NV255,West,7,2018,Ole Group,Payment,UHY1004,7/18/2018,Current,-993.48,,
IN186,Midwest,7,2018,Ei ,Payment,NMK1003,7/19/2018,Current,-86.83,,
CA68,West,7,2018,Amylin Group,AR,NBV1002,7/19/2018,Current,"1,189.92",,
WA364,West,7,2018,Avon Corp,AR,MKL1006,7/19/2018,1-60,587.93,,
IL174,Midwest,7,2018,Pure Group,Payment,NMK1003,7/19/2018,Current,-106.13,,
AL2,South,7,2018,Amylin Group,Payment,XYS1001,7/19/2018,60+,"-1,933.69",,
IL157,Midwest,7,2018,"PEDIFIX, Corp",Payment,NMK1003,7/19/2018,Current,-912.27,,
CT106,Northeast,7,2018,"PEDIFIX, Corp",AR,NMK1003,7/19/2018,Current,365.82,,
NY277,Northeast,7,2018,Rochester Ltd,AR,PUJ1005,7/19/2018,Current,"1,503.48",,
TX328,South,7,2018,Pacific Ltd,AR,PUJ1005,7/19/2018,1-60,126.63,,
TN302,South,7,2018,Dharma Ltd,AR,PUJ1005,7/20/2018,1-60,"1,308.51",,
CA65,West,7,2018,"3LAB, Ltd",Payment,NBV1002,7/20/2018,Current,-544.78,,
CA40,West,7,2018,Rochester Ltd,AR,XYS1001,7/20/2018,1-60,"1,586.56",,
AL4,South,7,2018,Weimei Corp,Payment,XYS1001,7/20/2018,Current,-364.82,,
CA56,West,7,2018,"3LAB, Ltd",AR,XYS1001,7/20/2018,Current,393.96,,
GA139,South,7,2018,Qualitest ,AR,NMK1003,7/20/2018,1-60,188.54,,
CA70,West,7,2018,Ohio ,Payment,NBV1002,7/20/2018,1-60,-124.62,,
WA360,West,7,2018,"Exact-Rx, Corp",AR,MKL1006,7/20/2018,Current,"1,821.46",,
TX321,South,7,2018,Ohio ,Payment,PUJ1005,7/21/2018,60+,-842.59,,
MI214,Midwest,7,2018,AuroMedics Corp,AR,UHY1004,7/21/2018,Current,"1,350.72",,
NY268,Northeast,7,2018,Trigen ,Payment,PUJ1005,7/21/2018,Current,-567.49,,
CA54,West,7,2018,Ohio ,AR,XYS1001,7/21/2018,Current,"1,189.92",,
CO95,West,7,2018,"Fenwal, Corp",Payment,NMK1003,7/21/2018,1-60,-554.96,,
AZ11,West,7,2018,Trigen ,AR,XYS1001,7/21/2018,1-60,363.48,,
TN304,South,7,2018,Mylan Corp,Payment,PUJ1005,7/21/2018,Current,-243.75,,
OR288,West,7,2018,Medline ,AR,PUJ1005,7/21/2018,1-60,"2,586.20",,
OR291,West,7,2018,S.S.S. Group,AR,PUJ1005,7/21/2018,Current,139.9,,
FL123,South,7,2018,Ascend Ltd,Payment,NMK1003,7/21/2018,Current,"-1,080.58",,
IL166,Midwest,7,2018,E. Ltd,AR,NMK1003,7/21/2018,1-60,672.01,,
LA204,South,7,2018,U.S. Ltd,Payment,UHY1004,7/22/2018,60+,"-1,171.43",,
PA295,Northeast,7,2018,Rochester Ltd,Payment,PUJ1005,7/22/2018,60+,-55.48,,
MA207,Northeast,7,2018,OUR Ltd,AR,UHY1004,7/22/2018,1-60,570.84,,
CA75,West,7,2018,Nipro ,AR,NBV1002,7/22/2018,Current,932.64,,
CA77,West,7,2018,Rochester Ltd,AR,NBV1002,7/22/2018,Current,"1,105.30",,
FL134,South,7,2018,Qualitest ,AR,NMK1003,7/22/2018,Current,260.43,,
MD211,South,7,2018,Avon Corp,AR,UHY1004,7/22/2018,Current,538.48,,
FL127,South,7,2018,Rochester Ltd,AR,NMK1003,7/22/2018,Current,"1,676.34",,
KS194,Midwest,7,2018,Sundial ,AR,NMK1003,7/22/2018,60+,255.07,,
IL157,Midwest,7,2018,Victory Ltd,Payment,NMK1003,7/22/2018,1-60,-658.48,,
MD211,South,7,2018,S.S.S. Group,AR,UHY1004,7/22/2018,Current,315.57,,
CA19,West,7,2018,Uriel Group,AR,XYS1001,7/22/2018,1-60,72.7,,
LA201,South,7,2018,Linde ,Payment,NMK1003,7/22/2018,Current,-763.67,,
CA76,West,7,2018,Mylan Corp,Payment,NBV1002,7/22/2018,Current,-736.87,,
VA354,South,7,2018,Select ,AR,MKL1006,7/22/2018,60+,636.77,,
TX343,South,7,2018,"Exact-Rx, Corp",AR,MKL1006,7/22/2018,Current,"2,134.62",,
WI365,Midwest,7,2018,Procter Corp,AR,MKL1006,7/22/2018,Current,36.45,,
TX309,South,7,2018,Dharma Ltd,Payment,PUJ1005,7/23/2018,60+,"-2,327.58",,
IL151,Midwest,7,2018,Ohio ,AR,NMK1003,7/23/2018,1-60,240.4,,
RI296,Northeast,7,2018,ETUDE Ltd,AR,PUJ1005,7/23/2018,Current,"2,535.95",,
WA364,West,7,2018,E. Ltd,AR,MKL1006,7/23/2018,Current,96.48,,
CO95,West,7,2018,Amylin Group,AR,NMK1003,7/23/2018,Current,758.37,,
CA65,West,7,2018,Prasco Group,AR,NBV1002,7/23/2018,Current,"1,999.82",,
NV255,West,7,2018,Ohio ,Payment,UHY1004,7/23/2018,60+,"-1,382.48",,
AZ7,West,7,2018,"Fenwal, Corp",AR,XYS1001,7/24/2018,60+,542.7,,
FL125,South,7,2018,Sundial ,AR,NMK1003,7/24/2018,Current,42.01,,
NV255,West,7,2018,S.S.S. Group,Payment,UHY1004,7/24/2018,60+,"-1,262.48",,
CA41,West,7,2018,Wuxi Group,AR,XYS1001,7/24/2018,1-60,463.1,,
CA41,West,7,2018,Uriel Group,Payment,XYS1001,7/24/2018,Current,"-1,262.48",,
CT107,Northeast,7,2018,Procter Corp,Payment,NMK1003,7/24/2018,1-60,"-1,098.13",,
IA147,Midwest,7,2018,21st Ltd,AR,NMK1003,7/24/2018,1-60,112.56,,
MA206,Northeast,7,2018,Rochester Ltd,Payment,UHY1004,7/24/2018,Current,-948.05,,
FL115,South,7,2018,Avon Corp,AR,NMK1003,7/25/2018,1-60,120.47,,
CT109,Northeast,7,2018,Medsep Group,AR,NMK1003,7/25/2018,Current,41.88,,
SC297,South,7,2018,Capweld ,Payment,PUJ1005,7/25/2018,Current,"-1,395.28",,
FL114,South,7,2018,Dharma Ltd,Payment,NMK1003,7/25/2018,Current,"-1,527.60",,
FL138,South,7,2018,Dharma Ltd,Payment,NMK1003,7/25/2018,Current,-484.01,,
IA148,Midwest,7,2018,Select ,AR,NMK1003,7/25/2018,1-60,525.28,,
TX309,South,7,2018,"Elorac, Corp",Payment,PUJ1005,7/25/2018,Current,-84.29,,
IL151,Midwest,7,2018,Ohio ,Payment,NMK1003,7/25/2018,Current,"-1,616.58",,
NY266,Northeast,7,2018,"Elorac, Corp",Payment,PUJ1005,7/25/2018,Current,-343.98,,
NJ242,Northeast,7,2018,"3LAB, Ltd",AR,UHY1004,7/25/2018,Current,614.66,,
ID150,West,7,2018,Uriel Group,Payment,NMK1003,7/25/2018,1-60,-585.71,,
VA349,South,7,2018,Mylan Corp,AR,MKL1006,7/26/2018,60+,472.75,,
NC237,South,7,2018,S.S.S. Group,AR,UHY1004,7/26/2018,Current,"1,242.38",,
IN190,Midwest,7,2018,Pure Group,Payment,NMK1003,7/26/2018,Current,"-2,360.81",,
CA82,West,7,2018,U.S. Ltd,AR,NBV1002,7/26/2018,Current,279.73,,
MI214,Midwest,7,2018,Victory Ltd,AR,UHY1004,7/26/2018,Current,"1,867.42",,
NY275,Northeast,7,2018,"Apotheca, Ltd",AR,PUJ1005,7/26/2018,60+,"2,897.62",,
IL168,Midwest,7,2018,Capweld ,Payment,NMK1003,7/26/2018,Current,-206.36,,
TX332,South,7,2018,AuroMedics Corp,Payment,MKL1006,7/26/2018,1-60,"-1,548.64",,
CT104,Northeast,7,2018,Ei ,AR,NMK1003,7/26/2018,Current,943.9,,
NJ245,Northeast,7,2018,"Elorac, Corp",AR,UHY1004,7/26/2018,1-60,"1,472.33",,
TX327,South,7,2018,Ole Group,AR,PUJ1005,7/26/2018,Current,811.44,,
CT104,Northeast,7,2018,Ascend Ltd,Payment,NMK1003,7/26/2018,Current,"-1,878.14",,
FL136,South,7,2018,"Fenwal, Corp",AR,NMK1003,7/27/2018,Current,"2,097.23",,
AZ6,West,7,2018,Eminence Corp,Payment,XYS1001,7/27/2018,Current,"-1,331.42",,
CT109,Northeast,7,2018,Amylin Group,AR,NMK1003,7/28/2018,Current,104.52,,
WA362,West,7,2018,Select ,AR,MKL1006,7/28/2018,1-60,49.58,,
OH280,Midwest,7,2018,WakeFern ,AR,PUJ1005,7/28/2018,1-60,733.25,,
MI214,Midwest,7,2018,Select ,AR,UHY1004,7/28/2018,Current,"2,359.54",,
MO223,Midwest,7,2018,Prasco Group,AR,UHY1004,7/28/2018,Current,651.24,,
CO99,West,7,2018,Apollo Ltd,AR,NMK1003,7/29/2018,Current,673.48,,
IN187,Midwest,7,2018,Uriel Group,Payment,NMK1003,7/29/2018,Current,-118.59,,
OR292,West,7,2018,U.S. Ltd,Payment,PUJ1005,7/29/2018,1-60,"-1,024.83",,
TX315,South,7,2018,"Fenwal, Corp",AR,PUJ1005,7/29/2018,60+,412.85,,
CA35,West,7,2018,Trigen ,AR,XYS1001,7/29/2018,Current,990.53,,
KY199,South,7,2018,Avon Corp,AR,NMK1003,7/29/2018,1-60,437.18,,
IL153,Midwest,7,2018,OUR Ltd,Payment,NMK1003,7/29/2018,Current,-459.62,,
CA27,West,7,2018,Bare ,Payment,XYS1001,7/29/2018,Current,-201.2,,
IL166,Midwest,7,2018,Avon Corp,Payment,NMK1003,7/29/2018,Current,"-1,593.19",,
NV257,West,7,2018,"Fenwal, Corp",Payment,UHY1004,7/30/2018,Current,-338.28,,
IN184,Midwest,7,2018,ETUDE Ltd,Payment,NMK1003,7/30/2018,Current,-881.59,,
ID150,West,7,2018,Rochester Ltd,Payment,NMK1003,7/30/2018,1-60,-811.84,,
UT347,West,7,2018,S.S.S. Group,AR,MKL1006,7/30/2018,Current,"1,408.68",,
WA362,West,7,2018,Weimei Corp,AR,MKL1006,7/30/2018,1-60,349.74,,
MI218,Midwest,7,2018,"Elorac, Corp",AR,UHY1004,7/31/2018,Current,357.65,,
KS196,Midwest,7,2018,"Elorac, Corp",AR,NMK1003,7/31/2018,Current,368.17,,
MO226,Midwest,7,2018,"Apotheca, Ltd",Payment,UHY1004,7/31/2018,Current,-284.75,,
CA33,West,7,2018,"3LAB, Ltd",AR,XYS1001,7/31/2018,Current,"2,807.57",,
CA68,West,7,2018,Ohio ,Payment,NBV1002,7/31/2018,1-60,"-1,041.72",,
CT105,Northeast,7,2018,Mylan Corp,AR,NMK1003,7/31/2018,Current,236.38,,
AZ7,West,7,2018,AuroMedics Corp,Payment,XYS1001,7/31/2018,Current,-323.61,,
CA57,West,7,2018,E. Ltd,Payment,XYS1001,7/31/2018,Current,-769.7,,
IL155,Midwest,7,2018,Pure Group,AR,NMK1003,7/31/2018,1-60,364.48,,
LA202,South,8,2018,ETUDE Ltd,AR,NMK1003,8/1/2018,1-60,"2,439.74",,
LA205,South,8,2018,Ohio ,AR,UHY1004,8/1/2018,Current,"2,080.89",,
OK287,South,8,2018,"Apotheca, Ltd",AR,PUJ1005,8/1/2018,Current,40.2,,
CA16,West,8,2018,Victory Ltd,Payment,XYS1001,8/1/2018,Current,-451.85,,
IA149,Midwest,8,2018,S.S.S. Group,Payment,NMK1003,8/1/2018,Current,"-1,443.58",,
CA22,West,8,2018,Trigen ,Payment,XYS1001,8/1/2018,Current,-72.7,,
FL115,South,8,2018,Weimei Corp,Payment,NMK1003,8/1/2018,Current,-60.3,,
MO222,Midwest,8,2018,Ohio ,AR,UHY1004,8/1/2018,Current,645.34,,
IN190,Midwest,8,2018,Select ,AR,NMK1003,8/2/2018,Current,"1,590.51",,
MN219,Midwest,8,2018,AuroMedics Corp,Payment,UHY1004,8/2/2018,Current,-695.86,,
FL121,South,8,2018,Amylin Group,Payment,NMK1003,8/2/2018,1-60,-587.46,,
TX334,South,8,2018,AuroMedics Corp,AR,MKL1006,8/2/2018,Current,53.94,,
OH283,Midwest,8,2018,21st Ltd,AR,PUJ1005,8/2/2018,Current,249.84,,
MD212,South,8,2018,Victory Ltd,Payment,UHY1004,8/2/2018,Current,-301.5,,
IL159,Midwest,8,2018,ETUDE Ltd,AR,NMK1003,8/3/2018,60+,"1,278.36",,
NY269,Northeast,8,2018,Ole Group,AR,PUJ1005,8/3/2018,1-60,"1,616.78",,
CA60,West,8,2018,"Fenwal, Corp",Payment,NBV1002,8/3/2018,Current,-388.33,,
CA22,West,8,2018,Weimei Corp,AR,XYS1001,8/3/2018,Current,526.22,,
CO90,West,8,2018,Apollo Ltd,AR,NMK1003,8/3/2018,60+,329.64,,
OH279,Midwest,8,2018,21st Ltd,Payment,PUJ1005,8/3/2018,Current,-418.95,,
VA350,South,8,2018,Medline ,AR,MKL1006,8/3/2018,1-60,862.96,,
FL127,South,8,2018,Niconovum Corp,Payment,NMK1003,8/3/2018,Current,-542.7,,
NV252,West,8,2018,Ole Group,AR,UHY1004,8/4/2018,Current,224.32,,
OR291,West,8,2018,Ole Group,AR,PUJ1005,8/4/2018,Current,215.27,,
AZ14,West,8,2018,O.E. Ltd,AR,XYS1001,8/4/2018,Current,818.2,,
OR292,West,8,2018,OUR Ltd,AR,PUJ1005,8/4/2018,Current,"1,682.37",,
IL178,Midwest,8,2018,Victory Ltd,AR,NMK1003,8/4/2018,1-60,758.71,,
CA76,West,8,2018,Ascend Ltd,AR,NBV1002,8/4/2018,Current,512.95,,
MN221,Midwest,8,2018,"3LAB, Ltd",AR,UHY1004,8/4/2018,Current,377.55,,
TX334,South,8,2018,Llorens Ltd,AR,MKL1006,8/4/2018,Current,572.45,,
UT347,West,8,2018,O.E. Ltd,AR,MKL1006,8/4/2018,Current,79.6,,
NE240,Midwest,8,2018,Nipro ,AR,UHY1004,8/4/2018,60+,625.91,,
AZ6,West,8,2018,Medline ,Payment,XYS1001,8/4/2018,Current,-536.47,,
NJ243,Northeast,8,2018,Eminence Corp,AR,UHY1004,8/4/2018,1-60,"2,626.67",,
VA355,South,8,2018,Dharma Ltd,Payment,MKL1006,8/4/2018,Current,"-1,411.02",,
AL4,South,8,2018,Eminence Corp,Payment,XYS1001,8/4/2018,Current,-626.58,,
VA350,South,8,2018,Apollo Ltd,AR,MKL1006,8/4/2018,Current,548.26,,
CA28,West,8,2018,"Apotheca, Ltd",AR,XYS1001,8/4/2018,Current,"1,682.37",,
CT108,Northeast,8,2018,OHTA'S Corp,AR,NMK1003,8/4/2018,Current,"1,154.81",,
MI214,Midwest,8,2018,New Ltd,Payment,UHY1004,8/4/2018,Current,-112.56,,
SC297,South,8,2018,ETUDE Ltd,AR,PUJ1005,8/4/2018,1-60,639.98,,
AZ15,West,8,2018,OHTA'S Corp,Payment,XYS1001,8/4/2018,Current,-378.89,,
CA21,West,8,2018,Llorens Ltd,AR,XYS1001,8/4/2018,1-60,391.62,,
MA208,Northeast,8,2018,Trigen ,Payment,UHY1004,8/5/2018,Current,-363.01,,
FL116,South,8,2018,Capweld ,AR,NMK1003,8/5/2018,1-60,"1,387.70",,
IL152,Midwest,8,2018,21st Ltd,AR,NMK1003,8/5/2018,Current,443.21,,
IN188,Midwest,8,2018,Prasco Group,Payment,NMK1003,8/5/2018,1-60,-89.24,,
NY270,Northeast,8,2018,Bare ,AR,PUJ1005,8/5/2018,Current,495.47,,
IL166,Midwest,8,2018,Victory Ltd,AR,NMK1003,8/5/2018,1-60,430.27,,
FL119,South,8,2018,Pacific Ltd,Payment,NMK1003,8/5/2018,60+,-550.41,,
CA28,West,8,2018,Prasco Group,AR,XYS1001,8/5/2018,60+,932.37,,
IL151,Midwest,8,2018,Dharma Ltd,AR,NMK1003,8/6/2018,Current,"3,160.39",,
MD211,South,8,2018,OUR Ltd,Payment,UHY1004,8/6/2018,Current,"-1,709.84",,
OH281,Midwest,8,2018,WakeFern ,AR,PUJ1005,8/6/2018,Current,423.44,,
MI214,Midwest,8,2018,Trigen ,Payment,UHY1004,8/6/2018,1-60,"-1,395.74",,
NE240,Midwest,8,2018,Nipro ,Payment,UHY1004,8/6/2018,60+,-856.53,,
SC297,South,8,2018,Eminence Corp,AR,PUJ1005,8/6/2018,1-60,"1,002.19",,
IL153,Midwest,8,2018,"PEDIFIX, Corp",AR,NMK1003,8/7/2018,1-60,376.88,,
PA293,Northeast,8,2018,Capweld ,AR,PUJ1005,8/7/2018,Current,454.06,,
NY265,Northeast,8,2018,Victory Ltd,AR,PUJ1005,8/7/2018,Current,58.29,,
NV255,West,8,2018,Eminence Corp,AR,UHY1004,8/7/2018,Current,721.59,,
NY269,Northeast,8,2018,Ohio ,Payment,PUJ1005,8/7/2018,Current,-332.32,,
CA71,West,8,2018,Ascend Ltd,AR,NBV1002,8/7/2018,Current,265.86,,
OK284,South,8,2018,Capweld ,AR,PUJ1005,8/7/2018,60+,501.09,,
CA26,West,8,2018,O.E. Ltd,Payment,XYS1001,8/7/2018,60+,"-3,035.50",,
CO92,West,8,2018,Mylan Corp,AR,NMK1003,8/7/2018,Current,489.77,,
VA349,South,8,2018,Ei ,AR,MKL1006,8/8/2018,Current,430.27,,
TN301,South,8,2018,Linde ,AR,PUJ1005,8/8/2018,Current,318.38,,
CA81,West,8,2018,Procter Corp,AR,NBV1002,8/8/2018,Current,300.7,,
CA68,West,8,2018,Bare ,Payment,NBV1002,8/8/2018,Current,-543.3,,
CA87,West,8,2018,Rochester Ltd,Payment,NMK1003,8/8/2018,60+,"-1,455.44",,
